,,,,,2026 Batter Projections,,,,,,,2026 Pitcher Projections,,,,,,
Value,Player,Age,Team,Pos,G,AB,AVG,HR,RBI,SB,R,GS,IP,W,SV,K,ERA,WHIP
-14.330015,Tobias Myers,28,NYM,SP/RP,27,0,.000,0,0,0,0,7,59.0,2,0,49,3.36,1.271
-14.332707,Nick Sogard,29,BOS,1B,59,210,.238,6,24,5,28,0,0.0,0,0,0,0.00,0.000
-14.345226,Max Kepler,33,FA,OF,65,236,.229,9,26,2,29,0,0.0,0,0,0,0.00,0.000
-14.352237,Blake Perkins,30,MIL,OF,61,215,.228,5,25,6,30,0,0.0,0,0,0,0.00,0.000
-14.375641,Tyler Kinley,35,ATL,RP,62,0,.000,0,0,0,0,0,61.0,3,3,59,4.57,1.311
-14.397595,Trevor McDonald,25,SF,SP/RP,20,0,.000,0,0,0,0,9,60.0,1,0,49,3.60,1.150
-14.410019,Jon Berti,36,FA,3B,58,207,.237,5,21,8,27,0,0.0,0,0,0,0.00,0.000
-14.411748,Tim Herrin,30,CLE,RP,54,0,.000,0,0,0,0,0,52.0,3,1,49,3.98,1.288
-14.440188,Joe Jimenez,31,ATL,RP,40,0,.000,0,0,0,0,0,40.0,1,0,43,3.15,1.100
-14.448003,Otto Kemp,27,PHI,3B,58,203,.232,7,26,4,26,0,0.0,0,0,0,0.00,0.000
-14.472169,Rob Zastryzny,34,MIL,RP,47,0,.000,0,0,0,0,0,45.0,3,0,37,3.80,1.178
-14.496929,Mitch Garver,35,SEA,C/DH,64,218,.220,9,28,2,27,0,0.0,0,0,0,0.00,0.000
-14.515969,Enyel De Los Santos,31,HOU,RP,59,0,.000,0,0,0,0,0,60.0,3,0,55,4.20,1.250
-14.531846,Jackson Rutledge,27,WSH,RP,52,0,.000,0,0,0,0,0,57.0,3,2,48,4.42,1.246
-14.568151,Tyler Ferguson,33,ATH,RP,38,0,.000,0,0,0,0,0,40.0,2,2,38,3.83,1.175
-14.591752,Jose Trevino,34,CIN,C,72,244,.230,7,27,3,29,0,0.0,0,0,0,0.00,0.000
-14.615146,Taylor Clarke,33,ARI,RP,57,0,.000,0,0,0,0,0,59.0,2,0,52,4.12,1.169
-14.620061,Carlos Vargas,27,SEA,RP,62,0,.000,0,0,0,0,0,62.0,4,1,55,4.21,1.371
-14.633846,Bradgley Rodriguez,23,SD,RP,40,0,.000,0,0,0,0,0,42.0,3,0,36,3.86,1.167
-14.650537,Ryan Yarbrough,35,NYY,RP,46,0,.000,0,0,0,0,3,65.0,1,1,50,3.88,1.169
-14.673395,Jonah Heim,31,ATL,C/DH,72,245,.220,8,30,1,30,0,0.0,0,0,0,0.00,0.000
-14.677653,DL Hall,28,MIL,RP,47,0,.000,0,0,0,0,1,54.0,2,1,46,3.83,1.222
-14.706204,Edmundo Sosa,30,PHI,2B/3B,54,191,.246,7,24,3,25,0,0.0,0,0,0,0.00,0.000
-14.754949,Andre Pallante,28,STL,SP,27,0,.000,0,0,0,0,25,138.0,7,0,96,4.63,1.428
-14.757321,Steven Wilson,32,TB,RP,50,0,.000,0,0,0,0,0,50.0,2,2,45,3.96,1.240
-14.76084,Marcus Stroman,35,FA,SP,27,0,.000,0,0,0,0,27,145.0,9,0,106,5.03,1.441
-14.774535,Yuki Matsui,31,SD,RP,53,0,.000,0,0,0,0,0,53.0,2,1,50,3.91,1.245
-14.864666,Jaden Hill,27,COL,RP,52,0,.000,0,0,0,0,0,53.0,2,1,44,3.91,1.208
-14.901697,Michael Kopech,30,FA,RP,47,0,.000,0,0,0,0,0,47.0,3,1,47,3.64,1.383
-14.915193,Gordon Graceffo,26,STL,RP,53,0,.000,0,0,0,0,0,60.0,3,0,50,4.35,1.217
-14.924191,Luis Garcia,39,NYM,RP,48,0,.000,0,0,0,0,0,49.0,3,2,41,4.04,1.306
-14.927804,Javier Assad,29,CHC,RP,43,0,.000,0,0,0,0,3,63.0,2,0,48,3.57,1.270
-14.930147,Sung-Mun Song,30,SD,3B,55,214,.248,5,24,5,24,0,0.0,0,0,0,0.00,0.000
-14.935431,Brady Basso,29,ATH,RP,52,0,.000,0,0,0,0,0,55.0,2,0,45,3.60,1.236
-14.945339,Charlie Condon,23,COL,1B,53,192,.245,7,25,2,25,0,0.0,0,0,0,0.00,0.000
-14.972219,Ian Hamilton,31,ATL,RP,48,0,.000,0,0,0,0,0,49.0,2,0,46,3.67,1.224
-15.004323,Joe Mack,24,MIA,C,70,245,.216,8,28,3,27,0,0.0,0,0,0,0.00,0.000
-15.019311,Cody Laweryson,28,MIN,RP,39,0,.000,0,0,0,0,0,43.0,2,0,35,3.56,1.140
-15.039615,David Fry,31,CLE,DH,59,199,.221,7,26,4,25,0,0.0,0,0,0,0.00,0.000
-15.053277,Colin Selby,29,BAL,RP,57,0,.000,0,0,0,0,0,58.0,2,0,49,3.88,1.224
-15.065826,Sam Haggerty,32,TEX,OF,60,204,.225,6,22,6,27,0,0.0,0,0,0,0.00,0.000
-15.076912,Sawyer Gipson-Long,29,DET,RP,34,0,.000,0,0,0,0,4,56.0,3,0,49,4.50,1.196
-15.076933,Matt Gage,33,SF,RP,54,0,.000,0,0,0,0,0,54.0,2,0,46,3.67,1.241
-15.119609,Chase Silseth,26,LAA,RP,48,0,.000,0,0,0,0,0,52.0,2,0,48,3.81,1.231
-15.157,Austin Warren,30,NYM,RP,36,0,.000,0,0,0,0,0,38.0,3,0,32,3.79,1.184
-15.192533,Dom Hamel,27,NYY,RP,48,0,.000,0,0,0,0,4,70.0,1,0,58,3.99,1.200
-15.207258,Brent Headrick,29,NYY,RP,40,0,.000,0,0,0,0,0,42.0,2,1,39,3.86,1.190
-15.208473,Brenan Hanifee,28,DET,RP,53,0,.000,0,0,0,0,0,55.0,2,1,43,3.76,1.255
-15.240484,Thomas White,22,MIA,SP,9,0,.000,0,0,0,0,9,53.0,3,0,53,4.08,1.321
-15.244561,Angel Perdomo,32,LAA,RP,46,0,.000,0,0,0,0,0,49.0,3,0,41,4.22,1.204
-15.25758,Steven Cruz,27,KC,RP,41,0,.000,0,0,0,0,0,42.0,2,0,35,3.64,1.143
-15.314272,Ryan Bergert,26,KC,SP/RP,27,0,.000,0,0,0,0,9,63.0,1,0,58,3.71,1.254
